gradient,trait_pre,st,term,statistic,trait_type,trait,trait_abr,trait_pre2,ii,chisq_perm2
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.01600111533159785,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,8.004806948297496,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,2.848535595707738,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.1450464578212503,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.8190028181658813,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.05834099213098783,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.15928264511513524,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5605393675701829,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.02410087848449317,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.23749089181529306,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5527256968996245,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.11094612845220214,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,4.803965219209356,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.5327069828652886,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.10609150139650256,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.13445411269778385,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.557338659142338,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.34133548623603793,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.10876104480517282,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.04344216804623092,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.0018165991755279144,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,2.803104521630679,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,2.314680220420499,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.015668400890941802,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.25663687464553997,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.2561950219440874,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.3231885287532109,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5419492056483536,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,8.018155467187176,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.0383427746595223,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.3909637456228664,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.1473018491892948,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.7427670106339228,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.1710608533668934,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,7.220654593568941,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,4.87053706659789,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.3778632018836041,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.4300847503050078,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,2.4953013682729726,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.05843918882873503,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.2607539083526328,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5776635007941932,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.3079775159818002,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.2119615494654001,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,5.258312331958746,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.08912723257283871,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.1050145955354273,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.4657503637214934,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,9.994761528626104e-8,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.1113019197893093,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.001973433896910196,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.0574094612057776,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.003928535740387938,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,2.1350047984954132,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.8061130514103438,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5471601144341066,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.034887640634762594,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.969674101568788,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.007159588363004319,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.1875063392811638,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.16320393653225784,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.29286054588276034,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.007400520179602613,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.6634418924400008,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.3132636899357185,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.005405159014071443,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.23111319835844157,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.005154654745463489,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.1444061076678802,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,4.71276060547431,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.8038277157609534e-4,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.1952271533341405,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.6109503575591311,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.003288299861357321,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,3.8353872664445863,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.00606631992261732,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.20723951771445498,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,3.0543856188819154,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.9541274173516782,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.023083851023843013,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.41537444072517177,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.32074852864506814,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.11230206835570576,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.033265748914383386,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.26203144507109716,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.338378435259281,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.018468091920238208,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5349569778034169,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.05099090299749259,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.420195996638617,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.9455344994117072,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.11453142343967283,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.2557954794624633,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.005796238972581952,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.2501588745645729,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.009606265071522407,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,7.684762137771155,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.33902707585037606,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.22744458248113497,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.6574209982547887,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.733546335856236,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.18856318108579948,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.0032857614441441944,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.03461408233747316,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.3079510643576102,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.8370508015944544,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.589187986980118,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.5483269212982518,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.024815461463034563,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,11.830898953021256,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.7076437160858526,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.12922154350399473,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.059547177869933736,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.3411185372754462,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.24196178454920592,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.18862733041424865,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.03566318838567545,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.3154223912973595,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.40791714382405686,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.4589324367462723,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.6968597165913221,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.21171169376370103,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.06399258810076448,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.14890201730965802,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.9504752526909821,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,0.6708588943907376,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
elevation,shoot height (cm),"mod <- lmer(value ~ population + (1|exp_id) + (1|exp_labgroup), data = d)",population,1.7890444626295805,shoot,shoot_height,SH  ,"shoot
height
(cm)",1,
