gene,Hs,Ht,Gst_est,Gprime_st,D_het,D_mean,n_snps,sequence_length,tops
yliI,0.32961876832844567,0.4814760508308895,0.3153994518323014,0.7153382143021598,0.4530475357247013,0.4530475357247013,1,1191,1
rbsB_3,0.27319693037156884,0.4187823732317615,0.3476398534558739,0.7098538713177625,0.40061867910002463,NA,29,990,1
rclR,0.25744759422178776,0.4002052785923754,0.35671114802059345,0.708161276049509,0.38450534469947417,NA,15,987,1
queE,0.25575814243415923,0.3976858345021038,0.3568839514880779,0.7068059823994017,0.3814020687633488,NA,23,738,1
rbsC_4,0.25076106689009914,0.38748370804822424,0.352847457372606,0.6962221265021018,0.3649640591703479,NA,28,999,1
dmlR_1,0.23711306614532415,0.3713343108504399,0.3614566195020293,0.6960207605148452,0.35187716226028287,0.04021013232064908,8,948,1
rbsC_2,0.30550667970022805,0.4471977842945586,0.31684214361178936,0.6929009367569553,0.4080416627568738,0.394323700302232,2,1026,1
ugpC_3,0.24711632453567936,0.3791137178233953,0.348173614095402,0.6860442798595511,0.35064485415043734,0.2487473937316212,3,1050,1
nuoK_1,0.18409905506679697,0.30038286086673194,0.38711864406779695,0.6841054313099044,0.28504392971246034,0.01092246001530453,2,303,1
nuoK_2,0.18409905506679697,0.30038286086673194,0.38711864406779695,0.6841054313099044,0.28504392971246034,0.01092246001530453,2,303,1
xynR_1,0.2384272835885739,0.3655099380905833,0.34768590743629757,0.677512043607693,0.3337374140734192,0.162452142470748,6,786,1
arcC2,0.2594938633648311,0.3899321168676008,0.3345152857646225,0.6770079193113752,0.3522948617157341,0.01169326695526074,90,975,1
sdpR,0.22973824264146844,0.3519061583577713,0.3471604938271605,0.6691178544234188,0.31721142728221335,0.12061016007864256,3,324,1
fruK,0.2783114796462961,0.4060139773710408,0.314527343495966,0.6630846602294664,0.3538992075477575,NA,29,1518,1
proC_2,0.2804822417725643,0.4069077875529489,0.3106982703395261,0.6589077076351783,0.3514174440720951,NA,7,930,1
proC_1,0.2804822417725643,0.4069077875529489,0.3106982703395261,0.6589077076351783,0.3514174440720951,NA,7,930,1
melD_1,0.1951449983708048,0.30451694362984694,0.3591653848726011,0.6566508597184749,0.27178049471681337,0.01584994957377219,8,903,1
cycB_1,0.26755946562398175,0.3907241772564353,0.3152216289692757,0.6544473169796811,0.33631320455900277,0.33204851246371,20,1233,1
dasB,0.26392961876832843,0.3819648093841642,0.309021113243762,0.6414342629482072,0.3207171314741036,0.3207171314741036,6,885,1
yecS_3,0.26392961876832843,0.3819648093841642,0.309021113243762,0.6414342629482072,0.3207171314741036,0.3207171314741036,6,666,1
asnB_2,0.2645126064480903,0.3796286755964175,0.30323333443521766,0.6327170302166241,0.31303342561017666,NA,74,1782,1
yabJ_6,0.2848615184099055,0.4024307592049528,0.2921477499068873,0.632310243839523,0.328801326796552,0.1689330015575117,5,393,1
ugpA,0.24488820617852872,0.356041986687148,0.31219290045780307,0.6301502039411262,0.2944035079788437,NA,21,882,1
nicS_1,0.2396170138105622,0.34630423340100763,0.3080736800202657,0.6194695934536631,0.2806144312225996,0.1685805326316241,13,663,1
dgoD_2,0.29276637341153466,0.4064526311502118,0.27970358419616764,0.6180957240384093,0.32149562312831154,0.05558519843960933,32,1150,1
dgoD_1,0.29276637341153466,0.4064526311502118,0.27970358419616764,0.6180957240384093,0.32149562312831154,0.05558519843960933,32,1150,1
cymR,0.2100879765395894,0.31004398826979473,0.3223930007093877,0.6172716538570199,0.2530813780813782,0.01774552937404389,10,534,1
gsiA_13,0.29433175844466164,0.4077368668766518,0.27813307464860015,0.6167454959128206,0.32141196600271527,NA,288,1680,1
gsiA_2,0.29433175844466164,0.4077368668766518,0.27813307464860015,0.6167454959128206,0.32141196600271527,NA,288,1680,1
gsiA_8,0.29433175844466164,0.4077368668766518,0.27813307464860015,0.6167454959128206,0.32141196600271527,NA,288,1680,1
gsiA_1,0.29433175844466164,0.4077368668766518,0.27813307464860015,0.6167454959128206,0.32141196600271527,NA,288,1680,1
gsiA_5,0.29433175844466164,0.4077368668766518,0.27813307464860015,0.6167454959128206,0.32141196600271527,NA,288,1680,1
apsD_1,0.2747539915281851,0.3854325513196481,0.2871541581335582,0.6152182271077622,0.3052165982262398,NA,20,1029,1
crt_1,0.2914956011730205,0.4040811339198435,0.27862110674327184,0.6151196325571457,0.3178118101545253,0.27399985643007174,2,792,1
yqaA,0.3036385358966004,0.41663408276311503,0.2712105215135756,0.6127514124207515,0.3245313036154351,NA,3,447,1
msiK,0.25152267087750957,0.35759894227636163,0.2966347459631846,0.611301850262359,0.2834455160404528,0.10666658126337158,26,1089,1
ycjP_1,0.2614346227249453,0.3685479991931605,0.2906361632751011,0.6097992316837071,0.2900579414199221,NA,21,858,1
artI_2,0.3102173811851231,0.422569008052879,0.265877583842345,0.6089866368519699,0.3257595184430378,0.3280069336776499,7,807,1
ridA_1,0.3045291625936787,0.41615347018572824,0.26822870789046144,0.6082172729424762,0.32100356071964026,0.2324088015668795,2,381,1
napB,0.32479635060280215,0.4379537308569567,0.2583774775310996,0.6081895196316214,0.33518000193031594,0.00202157620334193,5,477,1
gcvA_12,0.2736005213424568,0.3797632236341914,0.2795497185741089,0.6015287172770173,0.29229839891386916,0.12278994623233865,15,948,1
gshAB,0.25567700465061166,0.35915163363843716,0.2881084736816061,0.6009967918503784,0.27803689966411443,NA,88,1788,1
thiD,0.2615039281705948,0.3656285072951741,0.2847824418693886,0.6002959631583786,0.2819908814589669,0.00596045216529518,18,801,1
araQ_1,0.2715914909463296,0.3766687613461807,0.2789646532521419,0.5988880146996308,0.2885119245418063,NA,14,825,1
paaB,0.35764092538286085,0.4677093515803195,0.23533509823045876,0.5931356864703732,0.34270061884954917,0.34270061884954917,1,285,1
bepA_4,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,810,1
cycY,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,609,1
cysW_2,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,882,1
ddpC_3,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,933,1
ftsZ_1,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,1773,1
glnT,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,1308,1
hdfR_1,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,1023,1
hdfR_7,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,1023,1
lpd3,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,1407,1
recR,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,607,1
rimM,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,564,1
yiaD,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,684,1
zapE,0.3576409253828609,0.4677093515803195,0.23533509823045864,0.593135686470373,0.34270061884954905,0.34270061884954905,1,1155,1
ampC,0.2769909111707327,0.3802212239068794,0.2715006586834537,0.5906640473701525,0.2855574413408894,NA,47,1191,1
speF,0.2681912902468041,0.36988375881849256,0.27493088341191657,0.5893445989329452,0.2779209025975776,NA,43,2364,1
mshA_10,0.223049853372434,0.3162471489084393,0.2946976624380194,0.5859292378121201,0.2399054712597404,NA,20,2683,1
mshA_9,0.223049853372434,0.3162471489084393,0.2946976624380194,0.5859292378121201,0.2399054712597404,NA,20,2683,1
mshA_2,0.223049853372434,0.3162471489084393,0.2946976624380194,0.5859292378121201,0.2399054712597404,NA,20,2683,1
lacG,0.2384272835885739,0.33402845660910185,0.28620667230279007,0.5843695996207382,0.2510624946518728,0.02206259736395041,3,819,1
afr_1,0.3022110505981474,0.4058674300609786,0.2553946727069417,0.5830925074417356,0.2970995156965035,0.03528857211985048,7,1020,1
abfA,0.25865445627754624,0.3568126082557322,0.27509720706908075,0.5820391543839747,0.2648107965559838,NA,38,1521,1
nspC,0.2743209218282532,0.3745341982878641,0.2675677599474848,0.5817655383105006,0.2761917202080155,0.03688543493700616,11,1098,1
aroA,0.28211143695014657,0.38272238514174006,0.26288231913670934,0.5799244985350467,0.280296840958606,0.20080827045416708,2,1368,1
bauA_1,0.28211143695014657,0.38272238514174006,0.26288231913670934,0.5799244985350467,0.280296840958606,0.20080827045416708,2,1329,1
lsrC_2,0.28211143695014657,0.38272238514174006,0.26288231913670934,0.5799244985350467,0.280296840958606,0.20080827045416708,2,981,1
rplE,0.28211143695014657,0.38272238514174006,0.26288231913670934,0.5799244985350467,0.280296840958606,0.20080827045416708,2,558,1
tgnC_2,0.2596403921917118,0.35557777185343176,0.2698070218553062,0.573987986604571,0.2591642727396397,NA,11,1464,1
puuC,0.2596403921917118,0.35557777185343176,0.2698070218553062,0.573987986604571,0.2591642727396397,NA,11,1464,1
rhaR_3,0.2734747858087516,0.37072432100895103,0.2623230516291143,0.5720648283454891,0.2677113837224642,NA,17,942,1
hutU,0.34725834117191395,0.4499394431226448,0.22821093709435455,0.5693143867882363,0.3146148267450298,NA,53,1680,1
mshA_1,0.4041707396546106,0.5076409253828609,0.20382553997239972,0.5683334493353088,0.347314885704911,0.347314885704911,1,1092,1
iolG_1,0.24821486756970623,0.3407741004515198,0.2716146349126126,0.5682427611643863,0.24623852983790076,NA,14,1161,1
abo_5,0.2829285409930571,0.379925808958067,0.2553058141299257,0.5672555106164426,0.27053724352476494,NA,26,1326,1
nepI_1,0.2869273378950798,0.38374144672531774,0.2522899458904097,0.565055698061362,0.27154065490171014,NA,20,1206,1
paaE,0.3522808732486152,0.4536867329206041,0.223515153328795,0.564080248728709,0.31311676769709373,NA,24,1077,1
lacF_3,0.24070091596973317,0.33084428514536046,0.2724646403851942,0.5640031709576214,0.23743837197104808,NA,9,897,1
melA_2,0.21160297289329544,0.29627767692283824,0.2857950855730358,0.5638557489067417,0.21480219005971116,0.0156148513332333,21,1374,1
exuR,0.26037145650048876,0.3529635060280222,0.26232754363048066,0.5619376964651176,0.25037446253612466,NA,20,1050,1
arcA_2,0.23460989826581224,0.3231074182687086,0.2738950423270642,0.5618206243467336,0.23124814340395183,0.06933384792450985,45,1230,0
arcA_3,0.23460989826581224,0.3231074182687086,0.2738950423270642,0.5618206243467336,0.23124814340395183,0.06933384792450985,45,1230,0
thiC,0.3523993201412556,0.4530765369475047,0.22220796840317072,0.5614837832900508,0.3109237526687248,0.14808038479209124,37,1851,0
ydcV_1,0.25393722167915717,0.3448698454074799,0.26367229532892783,0.5593513081929449,0.2437666812248267,0.02584398750793028,9,831,0
nreC,0.26075811882263494,0.35260128163353976,0.26047313947757533,0.5590784872616147,0.2484793276718288,NA,9,723,0
glpK,0.2739570523129316,0.3667276300991182,0.2529686071407076,0.556152794645988,0.2555512124502354,0.02717311981391479,31,1494,0
ccpA_2,0.3416666666666666,0.4392361111111112,0.22213438735177884,0.5521803920284281,0.2964135021097049,0.00320464015364353,16,1035,0
cdhR_7,0.23434343434343433,0.319949494949495,0.26756116811365444,0.5513788990494092,0.2236147757255938,NA,8,993,0
yehW,0.24768654284783315,0.33495438253502774,0.2605364916461977,0.5494704016467531,0.2319986140286291,NA,16,738,0
araQ_3,0.21049201694362984,0.2908015640273705,0.27616614564075,0.5481970437993188,0.20344201403219164,0.01337548122570902,5,849,0
dmlR_3,0.3144300144300144,0.40781024531024535,0.228979609889867,0.5435385274559028,0.2724163334034942,NA,28,906,0
virB6,0.4021050844580255,0.4988583312112724,0.19394934533481967,0.5433848824305635,0.32364632726653275,0.04209218430545249,119,936,0
gltD_2,0.2560443141088302,0.341911045943304,0.2511376360993973,0.5396219932835211,0.2308382971268396,0.08782388698791806,2,1458,0
hprK,0.2560443141088302,0.341911045943304,0.2511376360993973,0.5396219932835211,0.2308382971268396,0.08782388698791806,2,447,0
leuA,0.2560443141088302,0.341911045943304,0.2511376360993973,0.5396219932835211,0.2308382971268396,0.08782388698791806,2,1710,0
corA_2,0.21231671554252193,0.2894916911045944,0.26658787776464665,0.5344209029987145,0.1959543310995287,0.01088514246782155,2,990,0
argD_2,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,2931,0
dgdA,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,2931,0
dmg,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,2562,0
lipB,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,774,0
malK_2,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,1075,0
btuD_16,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,1075,0
mglA_7,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,1536,0
potA_3,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,4,1122,0
xdh,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,1149,0
yajO_2,0.2169436298468556,0.29458292603453895,0.26355667394851107,0.5327411709760124,0.1982981025299602,0.01502493736155282,2,951,0
yehZ,0.2569315988670827,0.3408589618267038,0.2462231373053662,0.5317827589427656,0.2258940437560295,0.00461719402594007,13,918,0
bdhA,0.24492854815435455,0.3268293534422567,0.2505919508921102,0.530754192224535,0.21693524523463145,NA,14,777,0
glgB,0.3166286521125231,0.40646247420440984,0.22101381503353573,0.5297513513205774,0.2629136336183608,0.22077536060575265,3,2211,0
gabD_2,0.29024293110314614,0.3772202309836719,0.2305743243243245,0.5279871638448299,0.24509033778476064,NA,9,1497,0
gabD_3,0.29024293110314614,0.3772202309836719,0.2305743243243245,0.5279871638448299,0.24509033778476064,NA,9,1497,0
gabD_1,0.29024293110314614,0.3772202309836719,0.2305743243243245,0.5279871638448299,0.24509033778476064,NA,9,1497,0
malK_6,0.24115564244596505,0.3205778212229826,0.2477469541530583,0.5233100700189508,0.20932402800758043,NA,15,1177,0
malK_9,0.24115564244596505,0.3205778212229826,0.2477469541530583,0.5233100700189508,0.20932402800758043,NA,15,1177,0
malK_11,0.24115564244596505,0.3205778212229826,0.2477469541530583,0.5233100700189508,0.20932402800758043,NA,15,1177,0
pobA,0.1539698055827088,0.2140219398283915,0.28058868307536183,0.5179700202423394,0.14196215369604864,0.01136520768449587,3,1173,0
deoC_1,0.312666449440643,0.3985554469425437,0.215500749420902,0.5158886890900047,0.24991940938138005,NA,15,1005,0
melR,0.3364868885205491,0.4240405457095499,0.20647473001077457,0.515856804326879,0.2639093506194033,NA,23,1080,0
dinB_1,0.19550342130987292,0.2644183773216031,0.2606284658040665,0.5139732685297692,0.1713244228432564,0.06302367303051022,4,585,0
dinB_3,0.19550342130987292,0.2644183773216031,0.2606284658040665,0.5139732685297692,0.1713244228432564,0.06302367303051022,4,585,0
dinB_2,0.19550342130987292,0.2644183773216031,0.2606284658040665,0.5139732685297692,0.1713244228432564,0.06302367303051022,4,585,0
nanR_2,0.26262626262626265,0.34242424242424246,0.23303834808259588,0.5126171593366979,0.2164383561643836,NA,2,735,0
phnC,0.33155207993917674,0.41762789182144033,0.20610647317364977,0.5112912999594745,0.2575393214610688,0.04972107609976546,12,840,0
strE_2,0.14938259120684033,0.20649206188694513,0.27656981173141837,0.50939647215749,0.13427769074496293,0.00827325249544158,29,936,0
hldD_2,0.14938259120684033,0.20649206188694513,0.27656981173141837,0.50939647215749,0.13427769074496293,0.00827325249544158,29,936,0
mhqO,0.3141460689847786,0.39834287576223065,0.21136767317939636,0.5088162234800673,0.2455240189491119,0.09637219419549264,7,458,0
sugC_1,0.21652003910068424,0.28742668621700884,0.24669472431237532,0.5051284655224945,0.18100436681222729,0.01499010287425973,4,1153,0
paaC,0.3604776416920629,0.4462518927414565,0.1922103915850241,0.5041946392371084,0.2682447296333376,NA,17,786,0
ngcG_1,0.2603128054740958,0.33710084718149247,0.2277895245574823,0.5016394925688463,0.20762301220210597,NA,8,813,0
osmX,0.2057051452945881,0.2730545928493143,0.24665194916495373,0.49818147919372807,0.16958298837200647,0.00378912151752483,11,891,0
parD1,0.2961225154773542,0.37583903551645503,0.2121028219688763,0.4972100595924955,0.22650680492547032,0.18743309698502825,2,249,0
ureF,0.2961225154773542,0.37583903551645503,0.2121028219688763,0.4972100595924955,0.22650680492547032,0.18743309698502825,2,672,0
yteT,0.2961225154773542,0.37583903551645503,0.2121028219688763,0.4972100595924955,0.22650680492547032,0.18743309698502825,2,1299,0
dasC_3,0.2913559558720849,0.37028115253921706,0.2131493761588988,0.4958743462730408,0.2227499047543977,0.06020657616981171,14,864,0
paaD,0.3011187140219398,0.38080627059121697,0.2092600955482142,0.49521441929768334,0.22804318320745187,0.03149396158054395,9,525,0
cgtA,0.24889757792983597,0.3225969371130662,0.22845647526219232,0.495193039292772,0.19624316742343195,0.09827905861268588,3,1011,0
glgB_2,0.3242247031720715,0.40538720538720535,0.20020982689281352,0.4936917791915958,0.2402055908113495,NA,57,1807,0
treZ,0.3242247031720715,0.40538720538720535,0.20020982689281352,0.4936917791915958,0.2402055908113495,NA,57,1807,0
gph_2,0.3487455197132616,0.4313172043010753,0.1914407395865795,0.4934477680762768,0.2535773252614201,0.13697096896298216,4,684,0
acnA,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,2784,0
cutM_2,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,798,0
gltR,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,849,0
hdfR_3,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,849,0
kdgK_2,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,918,0
prfC,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,1584,0
rpsS,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,279,0
yddG,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,888,0
yitJ_1,0.2533724340175953,0.3266862170087975,0.22441651705565505,0.4909662215239587,0.19638648860958335,0.19638648860958335,1,1092,0
rbsC_21,0.2962578639997995,0.37441098328195105,0.20873618235525476,0.4907752518360044,0.22210726140783277,NA,26,1992,0
hpd,0.21642228739002928,0.28321114369501466,0.23582707740098385,0.4870615911035075,0.17047155688622762,0.06699300864008047,2,1114,0
ros_4,0.31351990635144755,0.391945138360909,0.20009237093086815,0.4857556970747357,0.2284850871425609,0.00498777022238894,27,450,0
ros_5,0.31351990635144755,0.391945138360909,0.20009237093086815,0.4857556970747357,0.2284850871425609,0.00498777022238894,27,450,0
abo_4,0.2378659258115964,0.30738325530345906,0.22615847900768965,0.4840217592179256,0.18242808410289657,NA,38,2421,0
glgA1_1,0.19367872271098077,0.25517269468882375,0.2409896249002395,0.4816727424315255,0.15252970176998312,0.02478671231815447,8,1461,0
lrp_9,0.3008145975887911,0.3767961876832845,0.20165169547405193,0.4800217517227265,0.21734318203001232,NA,8,477,0
actP,0.2491365265558814,0.3193213496976938,0.21979370689826228,0.4799520850486262,0.1869442997936316,NA,18,2484,0
betB_4,0.29805148256761155,0.37347018572825025,0.2019403584079291,0.4787016663305489,0.21488385910837973,NA,20,2544,0
betB_5,0.29805148256761155,0.37347018572825025,0.2019403584079291,0.4787016663305489,0.21488385910837973,NA,20,2544,0
rbsC_5,0.35747048650274454,0.43642755094368,0.18091677363220524,0.4768661083115728,0.24576945582211837,0.03717649809708704,13,963,0
dppA_6,0.2537758537758537,0.32344877344877343,0.21540634991449195,0.47500447214698305,0.18673456233079808,NA,21,1611,0
hutH_2,0.3459611726000904,0.42315979776957935,0.18243374152363465,0.47179660939338497,0.23606740742407373,NA,31,1746,0
hutH_1,0.3459611726000904,0.42315979776957935,0.18243374152363465,0.47179660939338497,0.23606740742407373,NA,31,1746,0
tcyB_1,0.30304333659172367,0.37652166829586187,0.19515034031560877,0.4685662398756615,0.2108548079440477,NA,10,663,0
ycjO_4,0.2167350928641251,0.27892310198761816,0.22295754163186415,0.4655133220072643,0.15879176650692242,0.00700308366001127,20,906,0
pglA,0.21495649805712397,0.2766324778842834,0.22295277943813516,0.464450542983342,0.15712754687993663,0.036574350300056,67,1227,0
pbpF,0.38236347483659305,0.459225422128648,0.16737302333084408,0.4642723638300019,0.2488905502203572,NA,117,1839,0
yofA,0.3416096448354512,0.416638155751059,0.18008074843830982,0.4635558828809035,0.2279149757497776,NA,8,873,0
rplD,0.2756163788421853,0.3452155968285002,0.20161087339541944,0.463245783514474,0.19216121390230043,0.16284037638980525,3,621,0
linX,0.23151949603562505,0.29538937764744216,0.2162226757119484,0.4626848534883026,0.1662238177346865,0.06922264125950946,3,804,0
purR_2,0.2588320480793599,0.32632960428659363,0.206838593007195,0.46248297336674304,0.1821383561777668,0.15153403090487566,9,1071,0
sugA_1,0.29050360233155925,0.3609925419065204,0.19526425449868265,0.4605095244279532,0.1987013318365058,NA,18,894,0
sfnC_2,0.25539118786430615,0.3218931247963506,0.2065963259517198,0.4598989514204316,0.1786224816257627,NA,45,1212,0
sfnC,0.25539118786430615,0.3218931247963506,0.2065963259517198,0.4598989514204316,0.1786224816257627,NA,45,1212,0
araF,0.2595416530900402,0.3260671228413164,0.20402384997168652,0.45769399167834146,0.17968727080705257,0.02693750037730334,6,985,0
hyuA_1,0.2023677636580862,0.2604431410883024,0.22298678009925377,0.4571772930432698,0.14561943408044897,0.01468412541460998,3,726,0
malK_5,0.27139598752501976,0.3388725969371131,0.1991208791208792,0.45581884159820113,0.18522162452244367,0.03639289624802937,7,1086,0
lrp_1,0.32942326490713586,0.4015171880091235,0.17955376570417075,0.45400254781426613,0.21502065111758992,0.1038475697908006,16,495,0
serC,0.17938525035299227,0.23228521776908875,0.22773712388656409,0.452083982936089,0.12892765439288464,0.01136291336783564,3,1179,0
nicA,0.23648093841642223,0.2982404692082113,0.2070796460176996,0.44937778460593114,0.16177600245813534,0.13903129258038635,10,498,0
novR,0.33181442213700274,0.40265934782063817,0.17594258289811965,0.44783470284959787,0.2120516456228011,NA,13,792,0
catJ,0.19428695557727815,0.24899532964049104,0.21971646673936784,0.4471500876880927,0.13580113774230973,0.02088984283426789,12,786,0
puuE,0.2698816118170957,0.3349408059085479,0.19424087165185824,0.445538662937729,0.17821546517509168,NA,6,1269,0
