gene,Hs,Ht,Gst,Gprime_st,D,location,sequence_length,tops
bepF_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,132,1155,1
betB_4,0.2731834473769957,0.5032583903551645,0.4571706053739075,0.8633225467261152,0.6331032009324845,1089,2544,1
betB_5,0.2731834473769957,0.5032583903551645,0.4571706053739075,0.8633225467261152,0.6331032009324845,1089,2544,1
betB_7,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,651,1515,1
btuD_18,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,921,1105,1
btuD_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,921,1105,1
caiD_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,306,1072,1
caiD_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,306,1072,1
carB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1746,2013,1
catJ,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,10,786,1
ccoP_2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,847,987,1
ccpA_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,774,1035,1
ccpA_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1082,1161,1
ccpA_6,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,381,1023,1
cdhR_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,6,990,1
cdhR_7,0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,976,993,1
cheB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,751,3486,1
cheB_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,189,1062,1
cheB_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,751,3486,1
cheB_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,189,1062,1
cheB_5,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,751,3486,1
comR_1,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,460,615,1
comR_3,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,460,615,1
cph2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,717,1245,1
cycB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1059,1233,1
cymR,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,348,534,1
cysQ_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,723,801,1
cysW_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,339,876,1
cytR_5,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1082,1161,1
dasA,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,675,1236,1
dasC_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,390,828,1
dasC_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,75,864,1
davD_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,447,1464,1
dctA,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,852,1362,1
dctB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,355,1926,1
dctB_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,355,1926,1
dctD_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,818,1411,1
dctD_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,818,1411,1
dddP,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,189,1305,1
degA_2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,421,1029,1
degU_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,413,697,1
denD_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,200,984,1
deoC_1,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,78,1005,1
des,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,197,1071,1
dgoD_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,798,1203,1
dgoD_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,798,1203,1
dgoK1_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,569,942,1
dinB_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,580,585,1
dinB_2,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,580,585,1
dinB_3,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,580,585,1
dinG,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,861,1155,1
dlgD,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,185,1005,1
dmlR_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,510,948,1
dmlR_3,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,369,906,1
dppA_6,0.2731834473769957,0.5032583903551645,0.4571706053739075,0.8633225467261152,0.6331032009324845,630,1611,1
emrB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,843,1653,1
emrB_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,843,1653,1
entS_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1186,1593,1
exbD,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,324,426,1
fadB_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,416,1447,1
fadJ_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,416,1447,1
fgd,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,60,1050,1
fitB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,368,414,1
fixK_1,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,250,636,1
fixK_2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,250,636,1
fixK_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,58,636,1
fixK_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,58,636,1
fixN_1,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,411,1621,1
fixN_3,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,411,1621,1
fixP_1,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,847,987,1
frcA_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,57,741,1
frcA_5,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,243,732,1
frcA_6,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,243,732,1
frcA_7,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,711,738,1
fruK,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,77,1518,1
fucK_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,681,1473,1
fucK_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,681,1473,1
fucU_1,0.3259693711306615,0.4907624633431085,0.33578992796202234,0.7458987245938873,0.4889780527893261,387,495,1
fucU_2,0.3259693711306615,0.4907624633431085,0.33578992796202234,0.7458987245938873,0.4889780527893261,387,495,1
gabD_1,0.2731834473769957,0.5032583903551645,0.4571706053739075,0.8633225467261152,0.6331032009324845,1089,2544,1
gabD_2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,1360,1497,1
gabD_3,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,1360,1497,1
gbsA_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,651,1515,1
gcvA_12,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,50,948,1
gcvA_8,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,532,888,1
ghrA_2,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,123,924,1
glgA1_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,564,1461,1
glnQ_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,678,786,1
glpK,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,561,1494,1
glxR_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,76,885,1
glxR_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,137,882,1
gno_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,633,750,1
gno_3,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,441,768,1
groS1_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,211,318,1
groS1_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,211,318,1
gsiA_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,723,1680,1
gsiA_12,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,60,1653,1
gsiA_13,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,723,1680,1
gsiA_2,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,723,1680,1
gsiA_5,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,723,1680,1
gsiA_6,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,921,1105,1
gsiA_8,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,723,1680,1
gsiC_15,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,208,936,1
gsiD_6,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,243,918,1
gsiD_9,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,46,822,1
gudX,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,150,1248,1
hcaC,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,12,339,1
hchA_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,650,693,1
hchA_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,366,840,1
hcrA_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,801,2367,1
hilA,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,594,1518,1
hldD_2,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,804,936,1
hldD_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1290,2631,1
hypBA1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,356,1924,1
idnD_1,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,17,1059,1
idnD_2,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,17,1059,1
iorB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1564,2244,1
iorB_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1564,2244,1
katG,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,2132,2185,1
kdpC,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,235,570,1
kduI1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1,843,1
lacF_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,450,945,1
lacF_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,198,897,1
lacF_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,695,1085,1
lacF_5,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,695,1085,1
lacG,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,72,819,1
lcfB,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,420,1548,1
leuB_2,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,279,1083,1
lfrA_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1071,1467,1
lldR,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,577,756,1
lolD_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,112,681,1
lrp_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,369,495,1
lrp_9,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,54,477,1
lsrF,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,238,843,1
lutR_5,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,297,784,1
lutR_6,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,297,784,1
lutR_7,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,297,784,1
lutR_8,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,666,699,1
lutR_9,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,273,780,1
macA_3,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,826,1104,1
maiA_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,212,786,1
malK_11,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,764,1177,1
malK_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,764,1177,1
malK_5,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,768,1086,1
malK_6,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,764,1177,1
malK_9,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,764,1177,1
malT_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,413,697,1
mdtC_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,3089,3199,1
mdtC_2,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,3089,3199,1
mdtL,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,234,1204,1
melA_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,190,1473,1
melA_2,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,1113,1374,1
melD_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,182,903,1
melR,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,75,1080,1
menB,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,4,1008,1
mhqD_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,66,604,1
mhqO,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,260,458,1
mshA_10,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,655,2683,1
mshA_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,655,2683,1
mshA_9,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,655,2683,1
msrB_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,74,444,1
murG,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,470,1189,1
murG_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,470,1189,1
nagC_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,204,1179,1
naiP,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,282,1314,1
nanR_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,273,780,1
nanR_2,0.3259693711306615,0.4907624633431085,0.33578992796202234,0.7458987245938873,0.4889780527893261,386,735,1
nanR_4,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,219,714,1
nanR_6,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,644,702,1
nanT_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,655,1292,1
nanT_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,655,1292,1
narT,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,307,1275,1
ndhB_4,0.3259693711306615,0.4907624633431085,0.33578992796202234,0.7458987245938873,0.4889780527893261,998,1464,1
ndhI,0.3259693711306615,0.4907624633431085,0.33578992796202234,0.7458987245938873,0.4889780527893261,9,567,1
nemA_2,0.3259693711306615,0.4907624633431085,0.33578992796202234,0.7458987245938873,0.4889780527893261,878,1080,1
nepI_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,624,1206,1
ngcG_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,288,813,1
nicA,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,452,498,1
nicB_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1029,2241,1
nicB_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1029,2241,1
nicB_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1029,2241,1
nicS_1,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,54,663,1
noc_1,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,201,1062,1
noc_2,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,567,1005,1
noc_3,0.2774845226458129,0.4998533724340176,0.44486815944721503,0.8522871554349863,0.6155407233697124,567,1005,1
nodA,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,560,591,1
nodF,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,168,282,1
nodM_1,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,457,1890,1
nodM_2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,457,1890,1
norG,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,1263,1425,1
norR_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,818,1411,1
novR,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,178,792,1
nreC,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,147,723,1
nrtA_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,22,1293,1
nspC,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,93,1098,1
nuoK_1,0.27318344737699574,0.5032583903551646,0.4571706053739075,0.8633225467261154,0.6331032009324847,225,303,1
nuoK_2,0.27318344737699574,0.5032583903551646,0.4571706053739075,0.8633225467261154,0.6331032009324847,225,303,1
odh,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,766,1081,1
oiaK,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,978,1331,1
oppF_1,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,183,894,1
oppF_4,0.35138481590094484,0.5090257412838058,0.3096914607604663,0.7291268964131421,0.4860845976087615,183,894,1
osmX,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,516,891,1
otsA,0.2217008797653959,0.4608504398826979,0.5189309576837416,0.8779201205727203,0.6145440844009041,564,1392,1
paaA,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,54,999,1
paaG,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,4,1008,1
paaX,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,497,921,1
panB_1,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,711,801,1
panB_2,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,711,801,1
panB_3,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,711,801,1
paoA_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,381,567,1
paoB_1,0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,436,952,1
paoB_2,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,48,984,1
paoB_3,0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,48,984,1
paoB_5,0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,436,952,1
paoC_3,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,177,2292,1
pbpF,0.2731834473769957,0.5032583903551645,0.4571706053739075,0.8633225467261152,0.6331032009324845,127,1839,1
petJ,0.26067122841316387,0.40811339198435975,0.36127744510978055,0.7179374173644779,0.3988541207580433,847,987,1
pglA,0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,414,1227,1
