gene,Hs,Ht,Gst_est,Gprime_st,D_het,D_mean,n_snps
aspC_2,0.22275541337124913,0.26794336325128126,0.16864739373169024,0.3713371747792325,0.1162772971530931,0.05277563512403934,11
atm1,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,24
atpA,0.10426849136526554,0.10768980123818836,0.031770045385779475,0.06875227355402037,0.007639141506002268,0.007639141506002267,4
atpB_1~~~fliI,0.23208118046827722,0.27754852674207525,0.16381764589963274,0.36659828388121757,0.11841706471401245,NA,14
atpC,0.10426849136526554,0.10768980123818836,0.031770045385779475,0.06875227355402037,0.007639141506002268,0.007639141506002267,2
atpD,0.10426849136526554,0.10768980123818836,0.031770045385779475,0.06875227355402037,0.007639141506002268,0.007639141506002267,6
atpF,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,7
atpG,0.12556905460131265,0.13897500349113254,0.09646302250803877,0.20122009645788788,0.030662109936440064,0.008854924530743312,7
atpH,0.10426849136526554,0.10768980123818836,0.031770045385779475,0.06875227355402037,0.007639141506002268,0.007639141506002267,2
atzC,0.1815016524693944,0.2010682865521575,0.09731337755090223,0.21669757995853103,0.04781105335592986,0.0476047486951606,14
aviRb,0.10426849136526554,0.10768980123818836,0.031770045385779475,0.06875227355402037,0.007639141506002268,0.007639141506002267,5
azoR1,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,4
bacC_1,0.16779986242351833,0.17834437565620362,0.05912445062474,0.13415977975532142,0.025341291731560717,NA,9
bacC_2,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,2
bacC_2~~~bacC_3,0.4516605869871015,0.46322866747729063,0.02497272147077612,0.08886568623889007,0.04219313883212343,NA,41
bacC_4~~~bacC_1,0.3471037922650826,0.3654322380128832,0.0501555249954561,0.1463022511612569,0.056145051941371246,NA,13
baeR,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,1
bamA_1,0.17041691880401555,0.18785396204751043,0.09282233418683418,0.20477316012745117,0.042038087899180454,0.024301507742769308,21
bamD,0.2731834473769957,0.2699250570218312,-0.012071463061322679,-0.033623240383752244,-0.008966197435667268,NA,1
bamE,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,1
barA~~~rcsC_11,0.1537587860168505,0.18481590094493325,0.16804352206326856,0.3400153887669773,0.0734001474163634,0.009788728358188002,7
basR,0.5140436624307592,0.501466275659824,-0.02508122157244956,-0.1058797712948172,-0.05176344374413286,NA,1
bauA_1,0.28211143695014657,0.38272238514174006,0.26288231913670934,0.5799244985350467,0.280296840958606,0.20080827045416708,2
bauA_2,0.16060606060606059,0.17613636363636365,0.08817204301075286,0.19306231360853904,0.037003610108303324,0.016445601257605393,4
bauC,0.1853662068715832,0.20688063429998912,0.10399439996499979,0.23126539721357733,0.0528198746722368,0.050368356474505736,18
bcp_1,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,5
bcr_1,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,8
bcr_2,0.19115890083632017,0.21594982078853048,0.11479944674965435,0.25463015566412933,0.061299852289512624,0.0542591908972083,12
bcr_3,0.18991760927244797,0.21400642368384304,0.11256117455138669,0.2497845199103604,0.059472504740562,0.05337566058985879,7
bdcA_2~~~bdcA,0.2390089666075329,0.290389256966318,0.1769359200665769,0.3951060202423665,0.13503520568365665,0.13118337780031938,54
bdhA,0.24492854815435458,0.3268293534422567,0.2505919508921102,0.530754192224535,0.21693524523463142,NA,14
bdlA,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,1
benM,0.19984794178342563,0.2295536005213425,0.12940619824934965,0.2863929880354481,0.0742500339351162,0.06137024690210249,3
bepA_2,0.1668295861844249,0.18341479309221245,0.09042458696038376,0.1990614000782167,0.039812280015643346,0.02345578191432888,5
bepA_3,0.1817168096737989,0.20135223199739327,0.09751777831719571,0.2171693844920938,0.047991752869240484,0.047827743197712914,18
bepA_4,0.3576409253828609,0.4677093515803195,0.23533509823045862,0.593135686470373,0.34270061884954905,0.34270061884954905,1
bepA_5,0.19928315412186381,0.19408602150537638,-0.026777469990766294,-0.06872399810416531,-0.012981199641897897,NA,1
bepE,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2
bepF_1,0.29447702834799605,0.34515518084066477,0.1468271528453848,0.36293365905237684,0.14366124004156589,NA,8
bepF_2~~~mdtE,0.19469696969696967,0.2136679292929293,0.08878711774265045,0.20252453630249534,0.04711508309814996,NA,16
bepG,0.40941674812642553,0.42703743389227256,0.041262625632703054,0.13419781603671951,0.05967214854111393,NA,52
betA_2,0.1613772129901162,0.1769849027913544,0.08818656029456892,0.19326908133052262,0.03722219344143399,0.017671649720155756,12
betB_5~~~betB_3,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,11
betC,0.1727253560270638,0.19061104402660378,0.09383342969908745,0.20738945992800692,0.043240024651656335,0.02737882621719986,17
betI_1,0.4563049853372434,0.44481915933528843,-0.025821338314470785,-0.0975022819683008,-0.04225098885293036,NA,2
betI_2,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,4
betI_3,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,3
betI_4~~~betI_1,0.4591072010426849,0.4545536005213424,-0.010017741617533745,-0.03741633199464527,-0.016837349397590372,NA,2
bhbA,0.16485397266381985,0.170146284577524,0.03110448122240846,0.07224168449757971,0.012673979736417502,NA,19
bicA,0.3267904855001628,0.34191376126859996,0.044231257941550424,0.12583815788585853,0.04492888303776579,NA,60
bigR,0.17269468882372108,0.1905140110785272,0.09353287012292888,0.20677432059866085,0.04307798345805434,0.029105326462188996,8
bioF,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,6
bioM,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,6
bioN,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,3
bioS,0.1859454762680569,0.20778755294884327,0.10511734880560349,0.23369127805633866,0.053662441627751835,0.05073214809186958,15
bioY,0.19584703338369025,0.22772149648982493,0.1399712525934454,0.30537696654112745,0.07927462666774722,0.05291946804384738,11
birA,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,1
bkdA1,0.19087650700553924,0.24266047572499191,0.213400919802612,0.43471752820462994,0.12800016108247445,0.012407181764092634,4
bkdB,0.20115129792549144,0.20057564896274574,-0.00286998429631216,-0.007205982324948558,-0.001441196464989712,NA,3
blaP,0.1775822743564679,0.19643002606712284,0.09595147996475045,0.2129108941260673,0.04583498415213949,0.0364142547878544,16
bluB,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,5
bpoC,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,1
bpt,0.2346041055718475,0.28396871945259056,0.17383820998278873,0.3869731800766292,0.12899106002554317,0.12899106002554317,5
braC,0.45987144168962346,0.49104683195592286,0.06348761103319316,0.22104943317875692,0.11543692621557307,0.06677734341418957,22
bshA,0.2269373047361662,0.2735993713223316,0.17054888087148454,0.3769420593963426,0.12072000595046277,0.0666812147125132,17
bshB1,0.255550900712191,0.3063468789275242,0.16581196581196628,0.38210467079347304,0.13646595385481192,0.0319526942813229,14
btuB_2~~~btuB_1,0.10572787427626136,0.10994192859112217,0.03832981983182254,0.08255849221390975,0.009424545825914812,0.00770679961072451,208
btuD_12,0.1753606445688557,0.1937409283450339,0.09487042275055424,0.21015225300580379,0.04457775063759473,0.03268357401643123,11
btuD_13~~~btuD_4,0.3705767350928641,0.41128043103849554,0.09896822915414036,0.28615271213431226,0.12933648377816734,NA,28
btuD_14,0.10426849136526554,0.10768980123818836,0.031770045385779475,0.06875227355402037,0.007639141506002268,0.007639141506002267,5
btuD_14~~~ybhF,0.2973234650654005,0.31255062142158924,0.0487190084183173,0.13222508208700243,0.04334044357296193,NA,14
btuD_15,0.19087650700553926,0.19821603128054743,0.03702790449184246,0.08825795834494313,0.01814191365979387,NA,2
btuD_15~~~frcA_1~~~frcA_8,0.19928315412186376,0.19408602150537638,-0.02677746999076601,-0.06872399810416457,-0.01298119964189776,NA,1
btuD_17~~~rbsA_11,0.15070055392636036,0.16840583251873578,0.10513459259438439,0.22402661543615185,0.04169384231728383,0.01152995272247961,4
btuD_18,0.375724991854024,0.38925138481590094,0.034749761952097634,0.1075896625516779,0.043334725194425834,NA,4
btuD_18~~~btuD_3~~~gsiA_6~~~gsiA_13,0.45047075165920664,0.4557909313851589,0.011672412414578176,0.04199135605448463,0.019362680847345697,NA,38
btuD_19~~~btuD_3,0.2388412426148275,0.28095101963026503,0.1498829834141713,0.3424943639929375,0.1106465020782216,NA,53
btuD_2,0.3457412838057999,0.3600928641251222,0.039855219997737994,0.11716362847042674,0.04387126977170425,NA,20
caiD_2~~~caiD_1,0.3689106114912566,0.40556641685673944,0.09038175707341911,0.2626886575572741,0.11616676189755012,NA,15
carA_1,0.16298468556533072,0.18427012056044323,0.11551213474205432,0.2474286026917615,0.05086032388663991,0.014200023552741194,2
carA_2,0.17882589334202237,0.197977761485826,0.09673747192648595,0.21482597941094156,0.04664508534432018,0.036667106196561695,24
carB_1,0.2619827305311176,0.32300525415444775,0.18892114861435572,0.4306168267628153,0.16536882305544232,NA,16
carD,0.20296979006656424,0.22132616487455195,0.0829381145170619,0.19217891260711709,0.04606192984710266,0.043783744193805985,7
carE,0.18246985988921471,0.20234604105571846,0.09822866344605476,0.2188122758070945,0.04862495017935432,0.04862495017935432,9
catD,0.13033561420658193,0.13924188117736505,0.06396255850234021,0.13825402772574022,0.020482078181591146,0.010624166315338525,3
catE,0.19289670902574127,0.21867057673509288,0.11786618983758022,0.26127647080412547,0.06386758175211958,0.055546439564283685,5
catI,0.12351471706310414,0.12657217334636692,0.024155833011541904,0.05381970875539555,0.006976628912736465,0.0025633606698203496,9
catJ,0.19428695557727815,0.24899532964049104,0.21971646673936784,0.4471500876880927,0.13580113774230973,0.02088984283426789,12
catM,0.2244201546254332,0.24226058236322168,0.07364147961569871,0.17687510262054534,0.046005392853323675,NA,22
cbbA,0.3985663082437276,0.39928315412186377,0.0017953321364452316,0.005959475566150144,0.002383790226460057,NA,6
cbbL,0.21228413163897034,0.22836428804170744,0.07041449668259994,0.16702077653473776,0.04082730093071369,NA,8
