genome_id,species,strain,replicon,qseqid,scomment,sseqid,pident,length,bitscore
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.182,16573,24303
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.766,16106,24131
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.846,17022,23678
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.959,15460,23350
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,90.581,17655,23276
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,92.463,16187,23117
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,92.196,16299,23012
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.133,15017,22823
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.805,15029,22554
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.431,14634,22497
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.709,15970,22075
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.807,14678,22042
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.34,14895,21983
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.48,14220,21904
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.653,16422,21765
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.442,15658,21422
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.742,14285,21405
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.104,14617,21359
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,90.97,15913,21328
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,92.188,14912,21038
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,92.493,14614,20888
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.801,15599,20833
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.482,13946,20678
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.653,14916,20594
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.099,14071,20572
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.246,14482,20495
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.766,14170,20474
g2,fredii,GR64,chromosome,contig_1,"Sinorhizobium fredii GR64 chromosome, complete genome",NZ_CP137016.1,90.062,15798,20391
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.429,14642,20007
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.542,14496,19908
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.373,12991,19876
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.244,13485,19845
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,90.906,14801,19762
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.559,13628,19510
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.041,13191,19230
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.222,12564,19171
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.121,14078,19019
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.492,12237,18840
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.062,13941,18755
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.196,14402,18737
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.186,12607,18475
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.114,12972,18257
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.36,11933,18240
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.34,12312,18175
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.749,13138,18161
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.619,13559,17895
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.1,12570,17682
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.882,12638,17618
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.692,12699,17525
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,93.596,11634,17343
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,92.626,12029,17278
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.926,11889,17245
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.559,12042,17219
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.881,11440,17211
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.194,12222,17210
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.654,11966,17132
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.022,12108,16936
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,90.155,13063,16929
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.709,12158,16807
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.623,12152,16761
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.549,12153,16729
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.317,12289,16718
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.541,11596,16596
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.423,11562,16421
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.16,10770,16386
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.419,11002,16255
g2,canadensis,T173,plasmid pT173c,contig_2,"Ensifer canadensis strain T173 plasmid pT173c, complete sequence",NZ_CP083373.1,91.977,11530,16150
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.267,10518,16052
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.195,10509,16022
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.258,11714,15922
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.366,10365,15882
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,91.702,11401,15795
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,95.13,9979,15732
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,92.153,11138,15708
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.317,11505,15642
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.472,10539,15625
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.45,11404,15618
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.679,11297,15566
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.326,10920,15511
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.75,10304,15422
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.694,10307,15411
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.35,10823,15391
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,93.111,10394,15211
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.482,11082,15202
g2,adhaerens,Casida,plasmid pCasidaAB,contig_3,"Ensifer adhaerens strain Casida A plasmid pCasidaAB, complete sequence",NZ_CP015882.1,91.456,11060,15119
g2,adhaerens,Corn53,plasmid AB,contig_3,"Ensifer adhaerens strain Corn53 plasmid AB, complete sequence",NZ_CP030264.1,91.42,11060,15099
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.617,10843,14914
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.814,10701,14872
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.18,9742,14837
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.043,9770,14789
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.833,10963,14661
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.384,10241,14547
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.856,10413,14508
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.357,11003,14386
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.899,9175,14323
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.12,9404,14288
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.852,10211,14229
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,90.365,10867,14157
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.308,9868,13995
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.466,9107,13976
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.448,9078,13943
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.17,9532,13941
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.918,9224,13908
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,90.465,10540,13869
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.262,9306,13694
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.884,10191,13622
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.19,9616,13549
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.136,9995,13525
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.141,9244,13525
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,92.233,9527,13479
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,94.701,8681,13466
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.159,8834,13448
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.263,10280,13411
g2,adhaerens,Corn53,chromosome,contig_1,"Ensifer adhaerens strain Corn53 chromosome, complete genome",NZ_CP030262.1,90.442,10201,13361
g2,adhaerens,Casida,chromosome,contig_1,"Ensifer adhaerens strain Casida A chromosome, complete genome",NZ_CP015880.1,90.429,10198,13356
g2,canadensis,T173,plasmid pT173c,contig_2,"Ensifer canadensis strain T173 plasmid pT173c, complete sequence",NZ_CP083373.1,92.183,9402,13272
g2,fredii,NGR234,chromosome,contig_1,"Sinorhizobium fredii NGR234, complete sequence",NC_012587.1,90.282,10177,13261
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.171,9775,13254
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.027,9444,13232
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.492,9626,13221
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.027,9194,12879
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.361,8691,12826
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.308,9411,12807
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,91.602,9240,12744
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,90.824,9503,12685
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.452,9604,12598
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,95.235,7953,12584
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,95.054,7986,12547
g2,canadensis,T173,plasmid pT173d,contig_3,"Ensifer canadensis strain T173 plasmid pT173d, complete sequence",NZ_CP083374.1,93.487,8414,12499
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,94.09,8190,12421
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.776,8583,12397
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,93.608,8276,12345
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.775,8512,12285
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,91.103,9104,12275
g2,canadensis,T173,plasmid pT173e,contig_2,"Ensifer canadensis strain T173 plasmid pT173e, complete sequence",NZ_CP083371.1,90.23,9386,12235
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.734,8423,12144
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.474,8832,12104
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.324,8898,12100
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,92.854,8326,12044
g2,canadensis,T173,chromosome,contig_1,"Ensifer canadensis strain T173 chromosome, complete genome",NZ_CP083370.1,91.789,8659,11989
