genome_id,name,query_containment_ani
g27,"GCF_004002455.1 Sinorhizobium meliloti strain=USDA1571, ASM400245v1",0.995044367770437
g28,"GCF_004003075.1 Sinorhizobium meliloti strain=USDA1583, ASM400307v1",0.9748100699095424
g28,"GCF_004002565.1 Sinorhizobium medicae strain=USDA1652, ASM400256v1",0.972343012210671
g28,"GCF_017571595.1 Sinorhizobium medicae strain=T2, ASM1757159v1",0.9718542482012692
g28,"GCF_004001375.1 Sinorhizobium meliloti strain=USDA1808, ASM400137v1",0.97024811411754
g28,"GCF_002197105.1 Sinorhizobium meliloti strain=KH35c, ASM219710v1",0.965844396210498
g28,"GCF_017571565.1 Sinorhizobium medicae strain=T10, ASM1757156v1",0.9717758059430868
g28,"GCA_014189595.1 Sinorhizobium meliloti strain=RCAM1115, ASM1418959v1",0.9708597923428716
g28,"GCA_000372345.1 Sinorhizobium medicae WSM1369 strain=WSM1369, ASM37234v1",0.968071029197814
g28,"GCF_004017605.1 Sinorhizobium meliloti strain=USDA1561, ASM401760v1",0.971753358935616
g29,"GCF_004002565.1 Sinorhizobium medicae strain=USDA1652, ASM400256v1",0.9920352292715184
g29,"GCF_017571595.1 Sinorhizobium medicae strain=T2, ASM1757159v1",0.991246480897808
g29,"GCF_004001375.1 Sinorhizobium meliloti strain=USDA1808, ASM400137v1",0.914848270356204
g29,"GCF_009599825.1 Sinorhizobium medicae strain=KH36d, ASM959982v1",0.9907980590445284
g29,"GCA_000372345.1 Sinorhizobium medicae WSM1369 strain=WSM1369, ASM37234v1",0.9875083144029274
g29,"GCF_021052665.1 Sinorhizobium meliloti strain=RRI128, ASM2105266v1",0.9105118643950442
g30,"GCF_004002565.1 Sinorhizobium medicae strain=USDA1652, ASM400256v1",0.9920493039832282
g30,"GCF_017571595.1 Sinorhizobium medicae strain=T2, ASM1757159v1",0.9912475412852964
g30,"GCF_004001375.1 Sinorhizobium meliloti strain=USDA1808, ASM400137v1",0.9147847934045062
g30,"GCF_009599825.1 Sinorhizobium medicae strain=KH36d, ASM959982v1",0.9908040125314784
g30,"GCA_000372345.1 Sinorhizobium medicae WSM1369 strain=WSM1369, ASM37234v1",0.9875072519153358
g30,"GCF_021052665.1 Sinorhizobium meliloti strain=RRI128, ASM2105266v1",0.910428329440086
g31,"GCF_000473405.1 Sinorhizobium meliloti BO21CC strain=BO21CC, ASM47340v1",0.9982459278668946
g31,"GCF_004002675.1 Sinorhizobium meliloti strain=USDA1550, ASM400267v1",0.9971873007450124
g31,"GCF_004002915.1 Sinorhizobium meliloti strain=USDA1508, ASM400291v1",0.9931450971341188
g32,"GCF_000473405.1 Sinorhizobium meliloti BO21CC strain=BO21CC, ASM47340v1",0.9982730984879612
g32,"GCF_004002675.1 Sinorhizobium meliloti strain=USDA1550, ASM400267v1",0.997234275183746
g32,"GCF_004002915.1 Sinorhizobium meliloti strain=USDA1508, ASM400291v1",0.9931745178645432
g33,"GCF_004002915.1 Sinorhizobium meliloti strain=USDA1508, ASM400291v1",0.9956056113936878
g33,"GCF_004001625.1 Sinorhizobium meliloti strain=USDA1819, ASM400162v1",0.9949887297785308
g33,"GCF_009601325.1 Sinorhizobium meliloti strain=M10, ASM960132v1",0.9865963329689162
g33,"GCF_004003845.1 Sinorhizobium meliloti strain=USDA1200, ASM400384v1",0.9935784891516558
g34,"GCF_000473405.1 Sinorhizobium meliloti BO21CC strain=BO21CC, ASM47340v1",0.9974271427621856
g34,"GCF_004002675.1 Sinorhizobium meliloti strain=USDA1550, ASM400267v1",0.9967580404045204
g34,"GCF_009599945.1 Sinorhizobium meliloti strain=KH48e, ASM959994v1",0.9894703627100884
g35,"GCF_004002675.1 Sinorhizobium meliloti strain=USDA1550, ASM400267v1",0.9985401659708408
g35,"GCF_004003075.1 Sinorhizobium meliloti strain=USDA1583, ASM400307v1",0.9963369125561168
g35,"GCF_009601655.1 Sinorhizobium medicae strain=M22, ASM960165v1",0.9122964773280088
g36,"GCF_002197025.1 Sinorhizobium meliloti strain=USDA1157, ASM219702v1",0.9964805955944288
g36,"GCF_000147775.2 Sinorhizobium meliloti BL225C strain=BL225C, ASM14777v3",0.996277482367376
g36,"GCF_004017705.1 Sinorhizobium meliloti strain=3011, ASM401770v1",0.9933635747820424
g37,"GCF_004002995.1 Sinorhizobium meliloti strain=USDA1379, ASM400299v1",0.9994822127162348
