gene,pi1,pi2,dxy
agpA_2,13,0,6.5
alaC,0,0.6,0.5
ald2_1,2.6666666666666665,0,1.5
ald2_2,0,1.2,1
aldHT_1,3.5,2.3333333333333335,3
aldHT_2,13.5,14.466666666666667,11.5
ald_1,5,7.133333333333334,5.416666666666666
ald_3,0,0.5333333333333333,0.33333333333333337
ald_4,0,5.933333333333334,4.833333333333334
algE5,0.5,0.33333333333333337,0.4166666666666667
alkJ_1~~~alkJ_2~~~alkJ_7,0,4.2,3.5
allA_1,0,0.33333333333333337,0.1666666666666667
allA_1~~~allA_2,0.5,3,1.75
alsB,0.5,1.2666666666666666,1.0833333333333335
alsT_2~~~alsT_1,2.5,6.666666666666667,6.5
alsT_3,9.5,14.933333333333334,11.666666666666666
amiC_1,4,0,2
amiD_2,4,2.666666666666667,3
amn,0.5,0,0.25
ampC,17.5,13,25.75
ampR,0,0.6,0.5
amtB,0,0.6,0.5
andAa_2,0,0.33333333333333337,0.16666666666666669
anmK,0.6666666666666666,0.33333333333333337,0.6666666666666667
ant1,0.5,0.6666666666666667,1.0833333333333335
apbC,0,1.2,1
apc3_3,0,5.4,4.5
aplK,0.5,0.9333333333333333,0.9166666666666667
apnO,0,4.666666666666666,2.3333333333333326
apsD_2,2.5,3.6,3
aptB,0.5,0.6666666666666667,0.8333333333333333
apxIB,0,28.8,24
araA,0,0.6,0.5
araB_1~~~araB_2,0.5,0,0.25
araC_1~~~araC_3,0,0.33333333333333337,0.1666666666666667
araC_2,0,0.33333333333333337,0.1666666666666667
araC_3,0.5,1.2,1
araF,2,0.3333333333333333,1.4166666666666667
araG_1,5.5,0.33333333333333337,2.9166666666666665
araG_2,4,10.266666666666666,7.083333333333332
araG_3,0,0.6,0.5
araH_2~~~rbsC_3,2.5,1.6666666666666665,1.6666666666666665
araQ_1,5.5,0,2.75
araQ_4,0,1.8,1.5
arcA_2,0,1.5333333333333334,1.1666666666666665
arcB,1,1,0.9166666666666666
arcC2,0.5,1.2,0.75
arfB,0,0.6,0.5
arg,1,1.2,1.25
argD_2,0,0.6,0.5
argD_3,0,1.2,0.6666666666666666
argF,0,0.6666666666666667,0.3333333333333334
argG,0,0.6,0.5
argH_1,12.5,12.666666666666668,24.75
argH_2,0,4.8,4
argO,3.5,0,1.75
arnB,10.5,7,7.166666666666666
arnC~~~arnC_1,8,4.666666666666666,5.458333333333334
aroA,0,0.6,0.5
aroE_2,7.5,8.933333333333334,7.416666666666666
aroE_3,0.5,0,0.25
aroH,0,0.6,0.5
aroK,0,0.6,0.5
aroQ_2~~~aroQ_1,2,2.4,2
arsC_1,0.5,0.6,0.5
arsC_2,1,1.0666666666666667,0.8333333333333333
arsH,0.5,0.5333333333333333,0.41666666666666663
artI_1,5,0.33333333333333337,2.6666666666666665
artJ_2,0,0.9333333333333333,0.6666666666666667
aruH,0,0.6,0.5
aruH_2~~~hisC_3~~~hisC_5~~~dapL,1,0.9333333333333333,1.6666666666666665
asnC,0.5,0.33333333333333337,0.33333333333333337
aspS,0,0.9333333333333333,0.6666666666666667
atoC_1~~~atoC_2,0,0.6,0.5
atpA,0,0.33333333333333337,0.1666666666666667
atpB_2~~~atpB,0,0.6,0.5
atpC,0,0.5333333333333333,0.33333333333333337
atpF_1,0,0.6,0.5
atpF_2,0.5,0,0.25
atzA~~~triA,18,23.2,19
atzC,3,5.666666666666666,3.8333333333333335
aviRb,0,0.6,0.5
azoR1,0,0.5333333333333333,0.33333333333333337
bacC_1~~~bacC_2,1.5,0.6666666666666667,0.9166666666666667
bacC_3,0,0.33333333333333337,0.1666666666666667
bamA_1,0,3.066666666666667,2.333333333333333
bamA_2~~~bamA_1,0,1.1333333333333333,0.8333333333333333
bauA_1,0,1.8,1.5
bauC,0.5,10.133333333333333,8.583333333333332
bcp_1,0.5,0.5333333333333333,0.41666666666666663
bcr_1,0,1.2,1
bcr_2,0,0.6,0.5
bdcA,4.666666666666667,0,2.5
bdhA,1,1.3333333333333335,1.0833333333333333
bdlA,0,0.6,0.5
benM,0,7.666666666666666,3.833333333333334
bepA_1,0.5,0.6,0.75
bepE~~~mdtC_3,0,0.6666666666666666,0.33333333333333337
bepF_1,3.5,2.666666666666667,3
bepF_3,0,1.2,1
bepG,0.5,4.866666666666666,2.6666666666666674
betA,0,0.33333333333333337,0.16666666666666666
betB_1,4,3.6,3.333333333333333
betB_2,1.6666666666666667,2.066666666666667,1.8333333333333335
betB_3,0,0.6,0.5
betC_2,0,1.2666666666666666,0.8333333333333333
betI_1,7.5,1,4
betI_3,0,1.2,1
bfr,0.6666666666666666,1.1333333333333333,1
bglA,0.5,2.6666666666666665,2.1666666666666665
bhbA_1~~~bhbA_2,11,5.666666666666666,7.791666666666667
bhbA_2,0.5,2.1333333333333333,1.5833333333333333
bioF,0,0.8666666666666667,0.5
bioM,0,0.6,0.5
bioN,2,0.6,1.5
birA,0,0.6,0.5
bkdA2,0.5,0,0.25
blaP,0,0.6,0.5
blh_2,0.5,0.6,0.5
bpt,0.5,0.6,0.75
braC,6,0,3
bshA_2~~~bshA_1,1,6.666666666666666,3.75
bshB1_1,2,1.3333333333333335,1.3333333333333335
bshB1_2,0,0.6,0.5
btuC_1~~~yfhA_1~~~yfhA_2,41.5,0,62.25
btuC_2,0,1.2,1
btuD_1,7,5.533333333333333,5.166666666666666
btuD_10,3.5,4.8,3.75
btuD_10~~~potA_2,7,0.33333333333333337,3.6666666666666665
btuD_12,0,1.8,1.5
btuD_12~~~ybhF,0.5,3.666666666666667,2.0833333333333335
btuD_13,1,2.4,2.5
btuD_13~~~phnC~~~btuD_16,1.5,0.33333333333333337,0.8333333333333333
btuD_16~~~btuD_22,0,0.33333333333333337,0.1666666666666667
btuD_17,0,1.2,1
btuD_17~~~sugC_1,17.5,20.466666666666665,18.708333333333332
btuD_18,0,0.6,0.5
btuD_21,0.5,0,0.25
btuD_21~~~msmX_4,0.5,0.9333333333333333,0.8333333333333333
btuD_4,8,1.2666666666666666,5.083333333333334
btuD_5,3.5,3.4,4.75
btuD_6~~~btuD_8,0,3.333333333333333,1.6666666666666665
btuD_9,0,8.133333333333333,6.666666666666666
budC,0,0.6,0.5
cah_1,0.5,0.5333333333333333,0.41666666666666663
caiC,5,10.133333333333333,8.5
caiD_2~~~caiD_1,9.5,9.200000000000001,9.125
carA_3,0.5,2.4,2.25
carB_3~~~accA1_1~~~carB_1~~~accA1_2,14,11.666666666666668,11.916666666666666
carD,0,0.33333333333333337,0.1666666666666667
carE,0,0.3333333333333333,0.1666666666666667
catE,0,0.6,0.5
cbbA,0,3,1.5
cbf2,0.5,1.8,1.75
cbl,0.6666666666666666,0,0.5
cca,0,1.2,1
cckA,0.5,0,0.25
ccmA,0,0.3333333333333333,0.1666666666666667
ccmC,0,1.8,1.5
ccmE,0,1.5333333333333334,1.1666666666666665
ccmH,0,0.33333333333333337,0.16666666666666666
ccoP,0.5,0.3333333333333333,0.33333333333333337
ccpA_3,5.5,7.2,6
ccpA_5~~~ccpA_2,6,0,3
ccpA_6,0,0.6,0.5
cdd,0,0.33333333333333337,0.16666666666666666
cdhR_1,0.5,7.266666666666667,4.75
cdhR_3~~~cdhR_6,0.5,2.4,2
cdhR_4,0,2.1333333333333333,1.6666666666666665
cecR,1,2,1.4166666666666665
cfa_2,0,1.8,1.5
chaC,0,0.6,0.5
cheA,0,2.7333333333333334,2.166666666666667
cheB_2,1.6666666666666667,4.466666666666667,3.8333333333333335
cheB_5~~~cheB1,30,31.6,35.166666666666664
cheB_6,0,0.6,0.5
cheD,0,0.6,0.5
cheY_1,0,0.6,0.5
chvE,0.5,0,0.25
cimA,0.5,0,0.75
clpA,0,0.6,0.5
clpP_2,0,2.4,2
clpS,0,0.6,0.5
clpX,0,0.33333333333333337,0.1666666666666667
clsA,0.5,0,0.25
cmoB_2,0.5,0.6,0.75
cmoB_2~~~cmoB_1,0.5,4,2.25
cmpR_1,0.5,4.333333333333334,2.416666666666667
cmpR_2,7,7.6,11.5
cnbH_1~~~cnbH_2,0,0.6,0.5
cntI_1,9,5,13.875
cntI_2,0,1.2,1
coaD,0,0.3333333333333333,0.1666666666666667
cobD,0,0.33333333333333337,0.1666666666666667
cobI,0,0.6,0.5
cobP,0,0.3333333333333333,0.1666666666666667
cobT,0,1.2,1
cobV,0,1.2,1
codA_1,1,4.333333333333334,2.666666666666667
codA_1~~~codA_2,3,2.333333333333333,4.166666666666667
cof,0.5,0,0.25
comC,0.5,8,5.916666666666666
comR_1,3.5,0,1.75
comR_2,1.5,0.3333333333333333,1.1666666666666667
copA_1,0,14.266666666666667,9.333333333333334
corA_2,0,1.2,1
cpdA_1,9.5,7.533333333333334,8
cpnA_1,0,1.2,1
cpoB_1,0.5,0.33333333333333337,0.33333333333333337
cpoB_2,0,0.6,0.5
cpo_3~~~cpo_2,1,0.6666666666666667,0.75
cpo_4~~~cpo_1,8,3,6.166666666666666
crcB,0.5,0,0.75
crp_1,5,5.933333333333334,4.916666666666667
crtK2,0,0.5333333333333333,0.3333333333333333
crt_1,2,3.7333333333333334,2.833333333333333
crt_2,0.5,0.6,1.25
csd_1,0,0.6,0.5
csd_2,0,0.6,0.5
cspA_1,0,3.2,2
cspA_4,1,1.0666666666666667,0.8333333333333333
csxA,0,1.8666666666666667,1.3333333333333335
ctaB,0.5,0.6,0.75
ctaC_1~~~ctaC_2,1,0.6666666666666667,0.6666666666666667
cya_3,5.5,6.066666666666666,7.583333333333334
cycB_1,3.5,1.6666666666666665,2.5
cycB_1~~~cycB_3,4,5.133333333333334,4.166666666666667
cydB,0.5,0,0.25
cyoB,6.5,4.333333333333334,4.416666666666666
cyoC_1,0.5,0.6666666666666667,0.5833333333333335
cysA_2,0.5,1.8,1.75
cysD_1,2,1.8666666666666667,1.8333333333333335
cysG_2,0,0.9333333333333332,0.6666666666666667
cysH,0,0.6,0.5
cysK_2,0,0.5333333333333333,0.33333333333333337
cysNC_1,9.5,6.2666666666666675,7.333333333333333
cysN_2~~~cysN_1,1.5,1.6,1.25
cysQ_1,1.5,1.3333333333333335,1.1666666666666665
cysQ_1~~~cysQ_2~~~cysQ_3~~~cysQ_4~~~suhB_4~~~suhB_2,13.5,1.3333333333333335,7.25
cysQ_5,0.5,0.6,0.75
cysT,2.5,1.6666666666666665,1.6666666666666665
cysW_1,4.5,2.666666666666667,2.916666666666667
cytR_2~~~cytR_1,6,4,4
cytR_2~~~cytR_3,0,3,1.5
cytR_4,3.5,0.33333333333333337,1.9166666666666665
cytR_5,0,0.6,0.5
dacD,0.5,0.6,0.75
dadA_3,0,2.1333333333333333,1.6666666666666665
dadA_3~~~dadA_1,9.5,0,4.75
dapA_1,1.5,0,0.75
dapA_1~~~dapA_5,0.5,0.8666666666666667,0.75
dapA_2,0,4,2
dapA_3,1,3.666666666666667,2.75
dapA_4,0,6.666666666666666,3.3333333333333326
dapE_2,0,1.2,1
dasB,0.5,0.33333333333333337,0.33333333333333337
dasC_10,0,0.5333333333333333,0.33333333333333337
dasC_2,4,0,2
dasC_3,0.5,0,0.25
dasC_4,4,4.933333333333334,5.833333333333333
dasC_5,5,7.8,6.5
dasC_8,0,0.6,0.5
dat_1,0.5,1.1333333333333333,0.8333333333333333
dauA,3,2.333333333333333,2.25
davD_1,0,0.6666666666666667,0.3333333333333334
davD_2,0.6666666666666666,0.5333333333333334,0.5
davD_5,0,0.6,0.5
dcp,0,0.6,0.5
dctA,10,0,5
dctB_2,12.5,0,6.25
dctD_1~~~dctD_2,17,0,8.5
dctM_1,3.5,2.8666666666666663,2.666666666666667
dctM_2~~~dctM_3,1.5,1.6666666666666667,1.3333333333333335
ddl_1~~~ddlB,0,0.3333333333333333,0.1666666666666667
ddmA1,0,1.1333333333333333,0.8333333333333333
ddpA_2,0.5,1.2,1.25
ddpA_3,0,1.8,1.5
ddpC_2,1.5,2.333333333333333,1.75
ddpC_5,0,1.5333333333333334,1.1666666666666665
ddpC_5~~~ddpC_6,0,0.6,0.5
ddpC_8~~~dppC_2,0.5,0,0.25
deaD,0,2.4,2
decR_1,0,3.333333333333333,1.6666666666666665
decR_2,1,1.0666666666666667,1.1666666666666665
decR_2~~~decR_4,0,1.2,1
def,0.5,0.6,0.75
def1,0,0.5333333333333333,0.33333333333333337
degA_2,1,0,0.5
degP,0,3,2.5
degQ_1,0,1.2,1
degQ_2,0.5,0,0.75
degU_2,2,1.6666666666666665,1.5
degU_2~~~degU_1,6.5,6.933333333333334,7.416666666666666
denD_1,1.5,1.6666666666666665,1.3333333333333333
deoB,0,0.3333333333333333,0.1666666666666667
deoC_1,2,2.1999999999999997,1.8333333333333333
deoC_2,0,1.2,1
deoR_1,2,1.3333333333333333,1.6666666666666665
deoR_2,4,5.8,4.916666666666666
deoR_4,0.5,0.6,1.25
der,5.5,3.333333333333333,3.583333333333333
devR_1,3,0.33333333333333337,1.6666666666666665
dgdA,2,10.466666666666667,6.833333333333333
dgoD_1,4.5,0,2.25
dgoK1_1,2,0,1
dgoK1_2,0,1.7333333333333334,1.3333333333333335
dhaD,0,1.2,1
dhaK2,0.5,6.666666666666666,3.583333333333333
dhaL,0,4.666666666666666,2.3333333333333326
dhaL2,0.5,7,3.666666666666666
dhfrIII,0,0.6,0.5
dhmA~~~dhmA_1,8.5,4.333333333333334,6.833333333333333
dht,0,0.33333333333333337,0.1666666666666667
dinF,0,0.6,0.5
dinG_1~~~dinG_2,0,0.33333333333333337,0.1666666666666667
dipZ,1,1.0666666666666667,1.1666666666666665
divK_1,0.5,1.6666666666666665,1
dkgB,0,0.6,0.5
dmdC_1,0,0.6,0.5
dme,0,0.9333333333333333,0.6666666666666667
dmlR_1,0.5,1.7333333333333334,1.5
dmlR_11,0.5,0.9333333333333333,0.6666666666666667
dmlR_13~~~dmlR_2,0,1.2,1
dmlR_14,0,1.2,1
dmlR_2,4,1.2,2.666666666666667
dmlR_3,2.5,7.333333333333334,4.75
dmlR_3~~~dmlR_9~~~hdfR_1,2,3.2,2.333333333333333
dmlR_4,0,1,0.5
dmlR_5~~~dmlR_9,0,0.6,0.5
dnaE1,0.5,1.2,1.1666666666666665
dnaG,0,1.2,1
dnaJ_2,0.5,0.9333333333333333,0.9166666666666667
dnaJ_2~~~dnaJ_3,0.5,1.7333333333333334,1.5833333333333335
dnaJ_3,0.5,1.5333333333333334,1.3333333333333335
dnaK_2,0,1.2,1
dnaX,0,0.9333333333333333,0.6666666666666667
doeA_1,7.666666666666667,0,4
doeB,6.5,1.2,4.25
doxA_1,5.5,10.333333333333334,9.5
dppA_2,1.5,1.7333333333333334,1.5
dppA_3~~~dppA_8,0,0.9333333333333333,0.6666666666666667
dppA_5~~~dppA_3,0,1.0666666666666667,0.6666666666666667
dppA_7,0.5,0.33333333333333337,0.33333333333333337
dppB_1,8,5,5.25
dppB_12,0,1.2,1
dppB_2,1,4,2.416666666666667
dppB_3~~~dppB_7,21,0,10.5
dppB_4,3,2.6,3.5
dppB_6~~~dppB_1,37,53.666666666666664,38.83333333333333
dppC_1,1,1.1333333333333333,0.9166666666666667
dppC_1~~~dppC_3,52.5,56.53333333333333,44.04166666666667
dprE1,0,0.3333333333333333,0.1666666666666667
dsbB,0,3,2.5
dsdA,0.5,0.6,0.5
dthD~~~golD_1,1,1.8666666666666665,1.6666666666666665
dut,0,0.5333333333333333,0.33333333333333337
dxr,1,0.5333333333333333,0.8333333333333333
dxs_2,0,0.33333333333333337,0.1666666666666667
ecfG_1,5,3.333333333333333,3.333333333333333
ecfG_1~~~ecfG_2,0.5,2.066666666666667,1.25
ecfG_4,0,0.6,0.5
echA8_1,4,2.666666666666667,2.666666666666667
echA8_2~~~echA8_4,0.5,0.6,1.25
eda_1,0,0.33333333333333337,0.16666666666666666
eda_2,0,0.6,0.5
egtC,0,0.33333333333333337,0.16666666666666666
eis,0,0.33333333333333337,0.16666666666666669
eltP,0.5,0,0.75
emrA_3,0,3,2.5
emrB_2,0,0.6,0.5
emrB_2~~~mdtD_1,12.5,7.2,9.333333333333332
emrE,0,0.6,0.5
epsL_1,4,3,2.916666666666667
eptA,0.5,1.2,1.25
erpA,0,0.33333333333333337,0.16666666666666666
eryA,0.5,0.9333333333333333,0.9166666666666667
eryB_1,0.5,0,0.25
eryB_3,0,0.6,0.5
eryB_4,0,1.8,1.5
eryC,0.5,1.8,1.75
eryD_2,0.5,1.5333333333333334,1.4166666666666665
eryH,0,0.6,0.5
eryI,0,0.6,0.5
esiB,0.5,4.466666666666667,3.75
etfA,0.5,0.6,0.75
ettA,0,1.1333333333333333,0.8333333333333333
exoK,6,8.866666666666667,9.166666666666666
expZ,0.5,1.7333333333333334,2.0833333333333335
exsH,23,12.800000000000002,30.041666666666664
exuR_1,2.5,0.6666666666666667,1.5
fabD,0,1.8,1.5
fabF_2,0.5,0.3333333333333333,0.41666666666666663
fabF_3,0,0.6,0.5
fabG2,0.5,0.33333333333333337,0.33333333333333337
fabG_3,2,2.466666666666667,1.8333333333333335
fabG_4~~~fabG_11,0,0.6,0.5
fabG_6,0,3.6,3
fabG_8,0.5,0,0.25
fadD,0,2.7333333333333334,2.166666666666667
fadD_2~~~lcfB_1,3,0,1.5
fadJ_1~~~fadB~~~fadJ_2,16,0.8666666666666667,8.5
fadR~~~lldR,4.5,0.33333333333333337,2.333333333333333
farB,0,3,2.5
fbaA,2,1.3333333333333335,1.4166666666666665
fbcH_1,0,0.6,0.5
fbcH_1~~~fbcH_2,0,0.6,0.5
fbp,0,4,2
fdhC,0,1.2,1
fdxA,1,1.4,1.3333333333333335
fdxB,0,0.33333333333333337,0.8333333333333333
fecE_1~~~fecE_2,1,6.666666666666666,3.833333333333333
fepC_2,0,0.9333333333333333,0.6666666666666667
fgd1,0,6.666666666666666,3.3333333333333326
fghA_1,2,0,1
fghA_2,0,2.4,2
fieF,0,1.8,1.5
fixK_4,0.6666666666666666,0,0.5
fixK_4~~~fixK_3~~~fixK_2,7,24.333333333333332,19.083333333333336
fixL_1,2.5,2.6,2.1666666666666665
fixP_1,0,6.733333333333333,4.166666666666667
flgE,0,0.33333333333333337,0.16666666666666669
flgF,0,0.6,0.5
flgG,0,0.3333333333333333,0.1666666666666667
flgH,0,0.6,0.5
flhA_1,0.5,0,0.25
fliC,0.5,0.3333333333333333,0.33333333333333337
fliY_1,3,0.3333333333333333,1.6666666666666665
fliY_2,0,2.533333333333333,1.666666666666667
fmt_1,7.5,4.333333333333334,4.833333333333334
fmt_2,0,0.6,0.5
fni_2,0,0.5333333333333333,0.3333333333333333
fnr,0,2.6666666666666665,1.6666666666666665
folB,0.5,0.33333333333333337,0.33333333333333337
folD_1,0,0.6,0.5
folE,0,0.3333333333333333,0.1666666666666667
folP,0,0.33333333333333337,0.1666666666666667
fpgS,0,0.6,0.5
frcA_1~~~frcA_6,0.5,0.33333333333333337,0.33333333333333337
frcA_3,11.5,9.133333333333335,17.416666666666668
frcA_4,0,5.333333333333334,2.666666666666667
frcA_5,0.5,0.3333333333333333,0.6666666666666666
frcA_6,0.6666666666666666,0.33333333333333337,0.5
frcC_2,0,0.6,0.5
frmR,0.5,0.33333333333333337,0.41666666666666663
frr,0,0.6,0.5
fruK,14,9.333333333333332,18.416666666666668
fsr,0,1.2,1
ftsI_2,0,0.33333333333333337,0.16666666666666669
ftsI_2~~~ftsI_1,4,10.4,11.25
ftsZ_1,0.6666666666666666,0.33333333333333337,0.5
fucK_1,1,0.3333333333333333,0.6666666666666667
fucK_2,0,0.33333333333333337,0.1666666666666667
fucU_1,0,0.5333333333333333,0.3333333333333333
fur,0,0.6,0.5
fusA_1,18.5,8,12.416666666666668
futA1,0,0.6,0.5
gabD_1,2,4.333333333333334,2.8333333333333335
galE_1,4,0,2
galE_4,5.5,5.8,11.5
galM,0,0.6,0.5
garR_1,7,6.666666666666666,6.333333333333332
gatA_1,0.5,7.333333333333334,3.916666666666666
gatA_3,0,0.3333333333333333,0.1666666666666667
gbpR_1,1,0.6666666666666667,0.75
gbpR_2,1.5,0,0.75
gbuB~~~opuAB,0,0.33333333333333337,0.1666666666666667
gbuC,0.5,0.33333333333333337,0.33333333333333337
gci_1,3.5,0,1.75
gci_2,0,0.33333333333333337,0.1666666666666667
gci_4,0.6666666666666666,2.066666666666667,1.6666666666666665
gcl,0.5,5,2.6666666666666674
gcvA_1,3.5,2.666666666666667,2.5
gcvA_10,0,0.6,0.5
gcvA_3,0.5,1.0666666666666669,0.75
gcvA_4,6.5,10.466666666666667,8.166666666666666
gcvA_5~~~gcvA_2,12.5,12.533333333333335,18.125
gcvA_6,0,0.6,0.5
gcvA_7,0.5,2.4,2.75
gcvA_9,0.5,0.6,0.75
gcvH,0,1.2,1
gcvP,0,5.133333333333334,4.166666666666666
gcvT_1,0,1.5333333333333334,1.1666666666666665
gcvT_3~~~gcvT_2,0.5,4.2,3.75
gdh_1,0,1.4666666666666668,1
gdh_5,0,1.2,1
gdh_6,0,0.6,0.5
gdx,0,0.5333333333333333,0.3333333333333333
gfa,0,1.3333333333333335,0.6666666666666669
ggt_2,15,0,7.5
ghrA_2,0.5,0,0.25
glaR,4,5.133333333333334,4.166666666666667
glaR~~~mcbR_1,5.666666666666667,6.266666666666667,5.333333333333333
glgA1_1,4.5,3.1999999999999997,3.583333333333333
glgB_1~~~glgB_2,16.5,10.333333333333332,10.916666666666668
glgC,0.6666666666666666,0.5333333333333333,0.5
glgM~~~mshA_8,0.5,6.333333333333334,3.3333333333333326
glgX_1,23,16,15.666666666666668
glmM,0,0.6,0.5
glmU_2,0,1.2,1
glnA_1~~~glnA_2,0,0.6,0.5
glnE,0,1.8,1.5
glnH_1,11.5,9,15.583333333333332
glnH_6,0,1.2,1
glnM~~~tcyB_2,2,0,1
glnP,4,0,2
glnQ_1,0,2,1
glnQ_13,0.5,0.33333333333333337,0.4166666666666667
glnQ_2,2,1.3333333333333335,1.5833333333333333
glnQ_3,3,0,1.5
glnQ_4,8.5,8.133333333333333,11.583333333333332
glnQ_9,0,0.5333333333333333,0.33333333333333337
gloA,0,0.6,0.5
gloB_1,0,0.33333333333333337,0.1666666666666667
gloB_2,0,1.5333333333333334,1.1666666666666665
glpK,1.5,0.33333333333333337,0.8333333333333333
glsA,0,0.5333333333333333,0.33333333333333337
gltB,0,3.0666666666666664,2.333333333333333
gltC,0,0.6,0.5
gltD_1,0,1.8666666666666667,1.3333333333333335
gltR,2.5,4.6,3.5833333333333335
gltX_1,0,0.6,0.5
gltX_2,0,1.2,1
glxR_1,0.5,4.333333333333334,2.333333333333333
glxR_4,0,1.2,1
glyA2_2,0,0.6,0.5
glyS,0,1.8,1.5
gnl,0.5,0.8666666666666667,0.75
gno_1,6,4.333333333333334,4.666666666666666
gno_3,4.5,0,2.25
gno_3~~~gno_2,19,2.666666666666667,10.5
gno_4,1,4,2.5
gno_5~~~gno_4,7.5,9.933333333333334,8.166666666666666
gntK,1.5,1.3333333333333335,1.1666666666666665
gntR_1~~~gntR,1.5,0.6666666666666667,0.9166666666666667
gph_1~~~gph_4,0.5,0.33333333333333337,0.41666666666666663
gph_2,0,0.6,0.5
gph_4~~~gph_1,0.5,0,0.25
gpm2,0,0.6,0.5
gpmA_2,0,0.33333333333333337,0.16666666666666666
gpsA,0,0.5333333333333333,0.33333333333333337
gpt,0,0.6,0.5
greA,1.5,0.6666666666666667,1.4166666666666667
greB,0,1.7333333333333334,1
groL1_3,16.5,5.2,10.166666666666666
groL2,0.5,0,0.25
groL5_1,10.5,0.33333333333333337,5.416666666666667
groL5_2,0,1.6,1
groS1_1,1,0.6,0.75
groS~~~groS1_2,0,0.5333333333333333,0.33333333333333337
group_0,0.5,6.066666666666666,5.083333333333334
group_10,21,28.6,22.5
group_1001,0,1.8,1.5
group_1006,1.5,2,1.5
group_1007,0,1.2,1
group_1008,0,1.2,1
group_1014,5,3.933333333333333,3.666666666666667
group_1020,1,1,1.5
group_1021,0,0.6,0.5
group_1024,0,2.1333333333333333,1.3333333333333335
group_1025,1,0.33333333333333337,0.6666666666666667
group_1026,0,0.5333333333333333,0.33333333333333337
group_103,0.5,2.4,2.75
group_1031,0.5,1.6666666666666665,1
group_1032,1,2.933333333333333,2.3333333333333335
group_1033,0.5,0.8666666666666667,1
group_1040,0,1.4,0.8333333333333333
group_1049,0,3.8666666666666667,3.666666666666667
group_105,3,2.266666666666667,4.041666666666667
group_1050,0.5,1.6666666666666665,1.3333333333333335
group_1051,1,1.1333333333333333,1.0833333333333335
group_1052,0,1.5333333333333334,1.1666666666666665
group_1058,6,8.4,7
group_1060,0,1.8,1.5
group_1062,0,1.1333333333333333,0.8333333333333333
group_1065,2.5,0,1.25
group_1066,0,0.6,0.5
group_1067,1.3333333333333333,0.33333333333333337,1.1666666666666667
group_1070,0,0.6666666666666667,0.3333333333333334
group_108,0,0.6,0.5
group_1080,1,1,0.9166666666666666
group_1081,1,1.0666666666666667,0.8333333333333333
group_1082,3,3.2,2.5
group_1083,0,0.6,0.5
group_1092,4.5,0.5333333333333333,2.583333333333333
group_11,0,4.2,3.5
group_1101,0,0.8666666666666667,0.5
group_1107,3.5,0,1.75
group_1108,2,2.6666666666666665,2.0833333333333335
group_111,0,1.2,1
group_1120,0,1.0666666666666667,0.6666666666666666
group_1121,0.5,0.3333333333333333,0.6666666666666666
group_1124,0.5,1.5333333333333334,1.3333333333333335
group_1127,2.5,0,1.25
group_1129,2.6666666666666665,1.5333333333333334,2.6666666666666665
group_1132,0,0.6,0.5
group_1137,0,0.6,0.5
group_114,0.5,0.8666666666666667,0.5833333333333333
group_1142,1.5,1.5333333333333334,1.3333333333333335
group_1143,0,4,2.666666666666666
group_115,0,2.4,2
