gene,Hs,Ht,Gst,Gprime_st,D,location,sequence_length,tops
kpsM_1,0.3410852713178294,0.5872093023255813,0.4191419141914192,0.896470588235294,0.7470588235294117,165,771,1
kpsM_2,0.3410852713178294,0.5872093023255813,0.4191419141914192,0.896470588235294,0.7470588235294117,165,771,1
kpsT,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,30,660,1
leuS,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,1245,2703,1
livK,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,1159,1173,1
mak,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,616,897,1
mcm,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,657,1701,1
mdtL,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,693,1278,1
melD_1,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,522,1020,1
mglA_5,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,190,1536,1
mglA_6,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,190,1536,1
nirQ,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,542,819,1
noc_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,434,1101,1
noc_4,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,434,1101,1
noc_5,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,434,1101,1
nuoL_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,58,1464,1
pdeA,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,12,801,1
pepT_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,531,1245,1
pepT_3,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,531,1245,1
petC,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,1047,1522,1
pgrR_13,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,138,891,1
phnY,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,405,1458,1
pldht,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,5,795,1
pta_2,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,102,993,1
purR_5,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,940,1050,1
purU_3,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,531,886,1
purU_4,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,531,886,1
puuB_1,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,447,1401,1
puuB_6,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,507,1281,1
queC,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,140,711,1
queE,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,84,738,1
radA,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,1158,1404,1
rbsB_2,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,384,951,1
rbsB_4,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,141,991,1
rbsC_12,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,9,999,1
recD2_1,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,1191,3309,1
recD2_2,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,1191,3309,1
rgtA_1,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,379,1639,1
rgtA_2,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,379,1639,1
rhaR_2,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,366,750,1
rhaR_5,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,366,750,1
rip3,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,663,1122,1
rip3_2,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,663,1122,1
ros_2,0.3410852713178294,0.503875968992248,0.32307692307692304,0.7411764705882352,0.4941176470588234,321,447,1
ros_3,0.3410852713178294,0.503875968992248,0.32307692307692304,0.7411764705882352,0.4941176470588234,321,447,1
siaP_3,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,651,978,1
sugA_6,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,877,921,1
tag,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,575,636,1
tauB,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,252,813,1
tauR,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,141,1476,1
tdh_3,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,17,1126,1
thiD,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,144,801,1
tktA_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,588,2088,1
traC,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,254,961,1
traC_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,254,961,1
ubiJ,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,271,507,1
ulaR_1,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,58,912,1
virB4_2,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,1498,2454,1
waaA,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,636,1320,1
xsc,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,673,1776,1
xylG_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,12,1536,1
yecD,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,345,669,1
yfhA_1,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,438,978,1
yfhA_2,0.20930232558139533,0.4796511627906977,0.5636363636363637,0.911764705882353,0.6838235294117647,438,978,1
ygiS,0.4883720930232558,0.6816860465116279,0.28358208955223885,0.8636363636363636,0.7556818181818182,933,1581,1
yhdY_2,0,0.5,1,1,1,639,1155,1
yhdY_3,0,0.5,1,1,1,639,1155,1
yihS,0.24806201550387597,0.4573643410852713,0.4576271186440678,0.8350515463917526,0.556701030927835,291,1197,1
ytfQ,0.36434108527131776,0.6196705426356589,0.41204065676309626,0.9181184668989548,0.8033536585365856,375,963,1
ytfT,0.15503875968992242,0.49418604651162784,0.6862745098039217,0.963302752293578,0.8027522935779816,106,1026,1
COQ3_2,0.4573643410852713,0.5203488372093023,0.12104283054003716,0.397959183673469,0.2321428571428569,658,795,0
COQ5_1,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,821,822,0
COQ5_2,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,9,780,0
COQ5_4,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,300,666,0
COQ5_5,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,9,780,0
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,21,477,0
IMPDH_2,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,210,636,0
IMPDH_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,224,672,0
PSK,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,119,1284,0
QRSL1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,508,1566,0
Vejaci,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,6,1113,0
aacA4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,180,519,0
aaeA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,60,1230,0
aat,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,87,615,0
aatB_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,519,1233,0
abaF,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,27,1338,0
abgB_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,895,1446,0
abgT,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,1098,1545,0
abo_2,0.4573643410852713,0.5203488372093023,0.12104283054003716,0.397959183673469,0.2321428571428569,954,2421,0
abo_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,67,2449,0
abo_5,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,67,2449,0
accA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,147,954,0
accA1_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,198,1989,0
accA1_2,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,306,2088,0
accC,0.4883720930232558,0.4941860465116279,0.01176470588235296,0.04545454545454553,0.02272727272727276,52,1344,0
accD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,366,915,0
acdA_1,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,448,1143,0
acnA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,78,2691,0
acoA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,330,1029,0
acoB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,139,978,0
acpP_1,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,135,252,0
acpS,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,300,420,0
acr3,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,476,1080,0
acrB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1011,3147,0
acsA_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,151,1953,0
acsA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,88,1908,0
acsA_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1878,1950,0
acsA_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,782,1644,0
acsE,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,277,960,0
actIII,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,90,831,0
actP,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,652,2484,0
acxA,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,612,2130,0
acxC,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,102,498,0
acyP,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,17,285,0
ade2,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,12,1992,0
adeC,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,1801,1827,0
adeP_1,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,111,1293,0
adeP_2,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,39,1401,0
adh1_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,367,1108,0
adhC2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,135,1044,0
adhD,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,739,1126,0
adhT,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,804,1080,0
adh_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,453,1023,0
adh_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,21,1509,0
adk,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,87,579,0
aes_1,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,381,939,0
aes_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,879,981,0
afr_1,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,274,1029,0
agpA_2,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,16,2082,0
alaC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,992,1218,0
ald2_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,242,717,0
ald2_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,156,669,0
aldHT_1,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,1283,1434,0
aldHT_2,0.4573643410852713,0.5203488372093023,0.12104283054003716,0.397959183673469,0.2321428571428569,804,1341,0
ald_1,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,180,1416,0
ald_3,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,234,1119,0
ald_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,315,1434,0
algE5,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,1206,1615,0
alkJ_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,217,1684,0
alkJ_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,217,1684,0
alkJ_7,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,217,1684,0
allA_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,213,492,0
allA_2,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,213,492,0
alsB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,853,960,0
alsT_1,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,148,1419,0
alsT_2,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,148,1419,0
alsT_3,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,639,1431,0
amiC_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,78,1293,0
amiD_2,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,534,1434,0
amn,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,1262,1503,0
ampC,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,4,1161,0
ampR,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,768,885,0
amtB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1080,1356,0
andAa_2,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,1211,1293,0
anmK,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1035,1149,0
ant1,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,267,783,0
apbC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,547,1155,0
apc3_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,150,2022,0
aplK,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1392,1470,0
apnO,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,132,825,0
apsD_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,819,1089,0
aptB,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,738,969,0
apxIB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,22,2182,0
araA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,832,927,0
araB_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,1342,1593,0
araB_2,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,1342,1593,0
araC_1,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,442,1746,0
araC_2,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,1273,1725,0
araC_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1737,1779,0
araF,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,372,985,0
araG_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,140,1527,0
araG_2,0.4573643410852713,0.5203488372093023,0.12104283054003716,0.397959183673469,0.2321428571428569,234,1518,0
araG_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,504,1515,0
araH_2,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,348,993,0
araQ_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,30,849,0
araQ_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,22,846,0
arcA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,147,726,0
arcB,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,773,1005,0
arcC2,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,222,975,0
arfB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,34,435,0
arg,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,67,925,0
argD_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,1660,2928,0
argD_3,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,1153,3057,0
argF,0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,211,912,0
argG,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,761,1218,0
argH_1,0.36434108527131776,0.5155038759689922,0.29323308270676696,0.7134146341463415,0.47560975609756095,301,1467,0
argH_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,223,1404,0
argO,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,136,613,0
arnB,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,144,1185,0
arnC,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,44,1104,0
arnC_1,0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,44,1104,0
aroA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,791,1371,0
